"","FC","log2(FC)","raw.pval","-log10(p)"
"578/732.553mz/7.37min",632.21,9.3043,4.1708e-08,7.3798
"770/351.2503mz/7.88min",0.026845,-5.2192,1.2417e-07,6.906
"735/184.0734mz/7.87min",4.2911,2.1014,1.9822e-07,6.7029
"849/371.3151mz/8.39min",21.39,4.4189,2.9462e-07,6.5307
"851/393.2971mz/8.39min",10.567,3.4015,3.0092e-07,6.5215
"322/272.2582mz/5.22min",2.9666,1.5688,3.7448e-07,6.4266
"629/583.324mz/7.59min",4.4766,2.1624,3.8571e-07,6.4137
"340/256.2998mz/5.5min",2.956,1.5636,4.615e-07,6.3358
"1011/760.5836mz/10.31min",99.739,6.6401,4.6376e-07,6.3337
"758/265.2525mz/7.87min",0.32135,-1.6378,4.7745e-07,6.3211
"747/760.5832mz/7.87min",41.185,5.3641,4.8589e-07,6.3135
"988/226.9513mz/10.22min",0.28509,-1.8105,5.3638e-07,6.2705
"743/758.5691mz/7.87min",148.11,7.2105,5.8735e-07,6.2311
"795/406.7481mz/7.99min",4.3366,2.1166,6.2602e-07,6.2034
"394/104.107mz/5.82min",47.649,5.5744,7.7559e-07,6.1104
"748/283.263mz/7.87min",0.33161,-1.5924,8.9251e-07,6.0494
"677/712.489mz/7.77min",4.3634,2.1255,9.4664e-07,6.0238
"565/754.5347mz/7.37min",72.865,6.1871,9.6589e-07,6.0151
"701/393.2194mz/7.77min",0.32733,-1.6112,1.3095e-06,5.8829
"786/738.504mz/7.9min",53.897,5.7521,1.3701e-06,5.8633
"763/378.2087mz/7.88min",0.35592,-1.4904,2.2255e-06,5.6526
"744/780.551mz/7.87min",18.887,4.2393,2.3342e-06,5.6319
"497/555.2927mz/6.44min",4.4224,2.1448,2.3858e-06,5.6224
"688/395.2198mz/7.77min",0.29008,-1.7855,2.3981e-06,5.6201
"800/163.9905mz/8.1min",0.26139,-1.9357,2.669e-06,5.5737
"818/782.5654mz/8.22min",38.223,5.2564,4.3983e-06,5.3567
"1008/758.5681mz/10.31min",836.51,9.7082,4.8143e-06,5.3175
"817/780.5508mz/8.22min",89.982,6.4916,5.8046e-06,5.2362
"385/452.2767mz/5.76min",19.971,4.3198,7.2582e-06,5.1392
"889/377.32mz/8.97min",0.44459,-1.1694,8.1591e-06,5.0884
"736/754.5352mz/7.87min",19.902,4.3148,9.751e-06,5.0109
"772/172.9563mz/7.85min",0.038121,-4.7133,1.0119e-05,4.9949
"972/823.6778mz/10.17min",30.166,4.9149,1.0285e-05,4.9878
"976/216.9226mz/10.2min",0.27829,-1.8453,1.0552e-05,4.9767
"1027/213.9827mz/10.32min",2.2678,1.1813,1.0581e-05,4.9755
"455/454.2923mz/6.16min",16.129,4.0116,1.1453e-05,4.9411
"461/496.3393mz/6.21min",160.28,7.3245,1.6751e-05,4.776
"959/687.5313mz/10.17min",3.7747,1.9164,1.6812e-05,4.7744
"1081/377.7375mz/10.45min",0.048895,-4.3542,1.9118e-05,4.7186
"605/481.292mz/7.45min",0.20849,-2.2619,2.1128e-05,4.6751
"789/385.7244mz/7.96min",4.5352,2.1812,2.189e-05,4.6597
"523/524.3709mz/6.79min",4.5485,2.1854,2.5038e-05,4.6014
