"","filter","POS_D5-Ctrl-a-P-EAMeOH_Run28.mzML","POS_D5-Ctrl-b-P-EAMeOH_Run31.mzML","POS_D5-Ctrl-c-P-EAMeOH_Run34.mzML","POS_D5-211-C2-a_Run118.mzML","POS_D5-211-C2-b_Run121.mzML","POS_D5-211-C2-c_Run124.mzML"
"428/358.3311mz/6.08min",788750.75,825117.1,922867.4,549428.4,537983.56,752384.4,1396063.4
"429/328.3209mz/6.08min",58577883,45601050,52922110,39520892,64233656,67557170,70733850
"431/676.4484mz/6.1min",2721942.35,904253.75,1376260.2,779764.8,4236793,4067624.5,4513168.5
"432/394.1926mz/6.1min",442476.7,498364.78,620865.6,386588.62,559865.44,322030.94,350699.3
"433/244.0766mz/6.1min",736686.15,534815.4,888309.44,562147.5,738649.6,734722.7,850543.7
"434/373.123mz/6.1min",928100.75,733066.3,1021099.7,711690,911732.06,944469.44,1050892.8
"435/372.1202mz/6.1min",7689226.25,5712901.5,7675454.5,5869581,7702998,7986349,8692775
"436/235.0712mz/6.1min",483747.825,440850.03,679483.25,455070.5,482724.62,484771.03,550173.8
"437/165.0911mz/6.1min",1656407.35,975661.8,1552306.2,968797.56,1760508.5,1766923.9,2016782.2
"439/119.0856mz/6.1min",2181857.4,1237359.8,2053114,1269594.2,2371559.2,2310600.8,2691086
"440/147.0805mz/6.1min",28808669,17793564,28440818,18086086,29361342,29176520,33451956
"441/349.1349mz/6.1min",7726069,4889405,7512413.5,4797764,8151130,7939724.5,9215294
"442/697.2625mz/6.1min",1610600.75,728651.3,1465705.9,713756.75,1985250.9,1755495.6,2091229.4
"443/719.2446mz/6.1min",8880703.5,5411881.5,9100350,5620840,8856683,8904724,10239253
"444/219.057mz/6.1min",946757.1,601374.75,982821.25,646034.25,960678.1,932836.1,1013963.9
"445/371.1169mz/6.1min",32899285,25906590,35572570,26540160,32268848,33529722,36826660
"446/255.5845mz/6.1min",844272.78,653982.44,1037953.25,694750.44,817611.5,870934.06,1000810
"447/412.1432mz/6.1min",870790.67,675182.9,949830.2,696631.2,847923.4,893657.94,1018884.94
"449/720.4741mz/6.13min",245572.275,327206.84,537825.6,236958.22,208474.48,207588.42,254186.33
"452/372.3468mz/6.12min",5868478.25,8141267.5,9730930,5817519.5,4646463,5057939.5,5919437
"453/373.3502mz/6.13min",1402397.55,1925613.6,2307294,1383739.5,1113253.5,1227355,1421055.6
"455/454.2923mz/6.16min",907841.68,87872.88,90355.05,117314.56,2110124,1698368.8,1877717.2
"456/532.2583mz/6.16min",606028.92,642121.25,404470.62,572187.94,727411.7,639869.9,531759.9
"457/313.2347mz/6.18min",1203430.4,2303655.8,1527855,1882715.2,879005.8,764750.9,714826.2
"458/440.4093mz/6.19min",373507.845,398723.72,327202.78,384838.16,244878.9,362177.53,791147.7
"459/518.3215mz/6.2min",142568.568,47522.856,47522.856,47522.856,409073.5,259751.8,237614.28
"461/496.3393mz/6.21min",861711.834,6903.8916,13525.868,10084.014,2358091.8,1750405.6,1709897.8
"463/392.3307mz/6.21min",240096.53,108816.84,134243.33,170624.66,626384.6,470849.3,309568.4
"464/104.107mz/6.21min",950362.035,67107.62,64805.105,112352.87,1864797.6,1789305,1788371.2
"465/326.3779mz/6.19min",255430.695,148221.86,228426.45,190472.36,282434.94,420047.34,769721.2
"466/357.2608mz/6.21min",1901780.75,1377191.4,1808198.1,2197322.8,2024441.1,1995363.4,1407939.9
"469/480.308mz/6.23min",499766.21,317423.25,333505.25,379815.22,792811.7,619717.2,737096.75
"471/318.2401mz/6.24min",994514.55,1523105,1354015.1,1460805.9,453602.62,635014,472215.03
"472/401.2869mz/6.24min",1579943.7,1269441.5,1273197.5,1608125.1,1595730.4,1626676.9,1564157
"473/671.2878mz/6.25min",310173.375,244438.83,235080.67,279527.5,340819.25,422554.1,382872.2
"474/312.3258mz/6.26min",2061729.25,1576409.5,1903004.5,1427147.5,2220454,2441272.2,2494145.8
"475/445.313mz/6.26min",684513.07,648742.9,559921.44,695837.44,985629.3,732707,673188.7
"476/522.3552mz/6.27min",217606.332,72535.444,72535.444,72535.444,431227.12,369991.84,362677.22
"477/385.1324mz/6.27min",457259.11,202024.69,521428.1,294694.78,419826.84,494691.38,580895.8
"478/498.2821mz/6.32min",374520.01,76188.89,79678.77,73409.01,753256.94,669361.25,684554.7
"479/220.1121mz/6.3min",1088710.62,956598.44,1375637.5,1414789.2,772593.3,850338.75,1220822.8
"480/255.243mz/6.3min",478147.8,693861.1,823644,811249.25,262434.5,211882.97,229256.1
"481/480.308mz/6.28min",379548.075,273604.94,293379.8,358416.62,475038.3,400679.53,462258.66
"482/338.2662mz/6.32min",150245.82,63143.902,173508.08,138383.72,21987.654,162107.92,221255.44
"484/337.1711mz/6.34min",104215.26,107268.74,63944.477,101161.78,111396.58,110201.45,91689.48
"485/365.1357mz/6.34min",40681.338,13560.446,13560.446,13560.446,75759.27,67802.23,88608.9
"486/104.107mz/6.32min",361349.8225,43689.156,45597.137,48388.395,694470.1,674311.25,718052.7
"487/522.3553mz/6.37min",547537.38,182512.46,182512.46,182512.46,1218480.9,914555.3,912562.3
"488/843.3907mz/6.37min",241716.795,206751.03,128137.76,175762.14,340898.44,312324.1,276682.56
"489/411.2079mz/6.37min",462666.5,414886.25,311337.5,364787.34,626799.6,551189.5,510446.75
"490/433.1899mz/6.37min",4195488.9,4298940,3462999,4107757.2,4338966,4248863,4142114.8
"491/275.083mz/6.37min",1510477.9,1418492.2,1088166.6,1287770.6,1981149.9,1754605.6,1602463.6
"492/313.2346mz/6.34min",327726.22,503734.72,464662.78,580506.9,190789.66,164621.22,185776.19
"493/421.2286mz/6.44min",181278.92,138085.19,142022,122649.445,253983.48,220535.84,227270.83
"494/431.1742mz/6.43min",353897.5,359513.94,324676.3,359059.2,351505.8,356289.2,347405.56
"495/595.2852mz/6.44min",476156.7,158718.9,158718.9,158718.9,879526.1,793594.5,802466.25
"496/326.642mz/6.44min",371636.16,123878.72,123878.72,123878.72,684115.7,619393.6,645122.6
"497/555.2927mz/6.44min",605913.72,201971.24,201971.24,201971.24,1155333.6,1029537.44,1009856.2
"498/326.378mz/6.47min",19621.722,19621.722,19621.722,19621.722,19621.722,98108.61,127150.18
"499/365.1357mz/6.49min",645794.55,287233.2,213782.47,194846.5,1307628.6,1004355.9,1169940.4
"500/313.1432mz/6.56min",187616.96,97335.02,77306.58,64162.484,363581.6,277898.9,336886.78
"501/149.0234mz/6.57min",198621.64,105599.58,97080.734,87973.91,325439.5,291643.7,295488.94
"502/335.1251mz/6.56min",1171982.17,933423.44,764518.44,728560.8,1797097.5,1410540.9,1777821.6
"503/421.2321mz/6.57min",234302.885,157264.67,112253.59,54795.203,350094.47,420399.47,311341.1
"504/468.4407mz/6.58min",249191.5,266990.3,225045.75,258660.48,163560.75,239722.52,592719.44
"505/409.1923mz/6.6min",1172772.1,1048701.4,915597.1,929288.06,1387979.4,1310032.6,1296842.8
"506/472.2008mz/6.6min",545438.94,473589.78,419625.75,427164.47,652055.75,627466.56,617288.1
"507/431.1742mz/6.6min",767224.17,700593.44,631437,636175.6,857404.94,840255.75,833854.9
"511/384.7459mz/6.64min",4840030.8,1613343.6,1613343.6,1613343.6,10479858,8277138.5,8066718
"512/298.2739mz/6.64min",170130.36,115386.78,125761.62,79833.47,214499.1,216689.81,223421.83
"514/149.0234mz/6.65min",529647.1,594933.3,505531.28,511425.1,491254.34,547869.1,580021
"515/301.1408mz/6.65min",1581880.45,2150828.5,1797582.8,1792144.8,968494.44,1288926.6,1371616.1
"516/228.2322mz/6.65min",887152.35,1090613.1,1084776.1,1079147.6,667337.9,653273.5,695157.1
"517/649.2237mz/6.61min",398816.57,243423.84,243736.58,228039.19,564390,553896.56,573594.4
"519/265.2525mz/6.72min",30419.524,30419.524,30419.524,30419.524,30419.524,30419.524,152097.62
"520/283.263mz/6.77min",78959.7115,47565.91,57537.793,51185.598,100381.63,117967.28,404207.75
"521/377.7377mz/6.76min",89169.57,148615.95,1109641.4,1137383.2,29723.19,29723.19,29723.19
"522/342.2425mz/6.78min",1001174.15,663216.6,815599.3,503603.44,1239486.9,1186749,1229547.5
"523/524.3709mz/6.79min",521793.78,173931.26,173931.26,173931.26,1092311.5,869656.3,869788.5
"525/283.263mz/6.83min",225561.885,161683.1,233650.19,208507.36,265422.53,260957.67,217473.58
"526/265.2525mz/6.83min",61842.145,46217.914,56960.74,47265.625,66723.55,72905.3,79426.99
"527/578.364mz/6.86min",357778.25,408298.94,273797.1,361195.3,402504,354361.2,315436.28
"528/555.3788mz/6.86min",342349.53,267784.56,165857.25,229724.03,522205.4,492226.22,416914.5
"529/577.3607mz/6.86min",1131382.85,1281295.1,849087.1,1154153.6,1160320.8,1108612.1,978824.1
"531/237.2212mz/6.98min",101144.8085,147447.89,180623.05,225377.53,54841.727,46696.152,53200.84
"532/344.3156mz/6.98min",92017.065,28016.21,109698.61,84661.69,5603.242,99372.44,131044.79
"533/255.2318mz/6.98min",134453.03,183591.58,214974.16,279241.1,85314.48,77855.836,76159.164
"534/337.2346mz/6.98min",376787.82,512727.94,616945.1,775885.75,240847.7,220967.42,218799.02
"535/467.3128mz/6.98min",448240.97,474675.06,513708.2,455311.38,374554.5,400894.6,441170.56
"536/336.3258mz/7.05min",90207.879,44512.74,53471.418,50335.32,126944.34,342291.8,211031.73
"538/300.2895mz/7.08min",370132.22,360488.66,550419.1,406221.53,334452.6,335970.25,379775.78
"539/649.4495mz/7.09min",280286.545,164819.06,292364.84,268208.25,135591.14,347342.22,390850.47
"540/605.4228mz/7.09min",367234.78,229374.56,387560.53,346909.03,184296.11,465435.16,495033.03
"541/425.2141mz/7.09min",1023182.88,368370.56,341684.9,307826.47,2100714,1677995.2,2007109
"542/341.2659mz/7.09min",493168.78,438143.66,521789,471000.66,515336.9,469175.53,523209.53
"543/395.2189mz/7.09min",379858.655,403434.78,404132.06,391076.56,289046.88,334238.88,368640.75
"544/561.3968mz/7.1min",427709.88,275271.7,453054.66,402365.1,263504.78,548067.3,591329.75
"545/385.292mz/7.1min",425228.76,368783.22,509941.38,424552.3,403002.56,425905.22,454520.44
"546/517.3707mz/7.1min",445352.25,305050.9,478064.3,412640.2,301275.7,544891.2,598321.5
"547/429.3181mz/7.1min",554465.86,387006.66,594682.1,514249.62,395097.66,613906.4,699118.1
"548/473.3444mz/7.1min",487957.63,332125.94,530896.2,445019.06,340685.38,570299.2,650670.7
"550/320.1853mz/7.17min",349608,338022.12,221040.67,264542.97,391940,377288.84,361193.88
"551/478.2924mz/7.17min",900332.75,1270759.1,907336,1138586.4,861093.06,893329.5,863967.1
"553/368.2581mz/7.21min",1393474.6,803766,925617.1,728054.06,1861332.1,1874515.9,1877239.4
"556/752.52mz/7.22min",1199271.6,399757.2,399757.2,399757.2,1998786,10068396,3158945
"557/326.3051mz/7.25min",138098.17,92172.85,108019.15,60667.125,175734.78,168177.19,184906.61
"558/256.2634mz/7.29min",665839.375,420112.5,423308.3,433927.25,897751.5,1128969.2,1113204.1
"559/478.2924mz/7.31min",190625.075,293343.9,212988.31,256961.8,168261.84,159773.55,151456.25
"560/485.112mz/7.32min",223258.74,369642.38,322995,295120.25,151397.23,74080.91,85460.61
"565/754.5347mz/7.37min",10271591.47,248660.83,267464.94,201885.17,21006432,21032680,20275718
"566/730.5378mz/7.37min",20615808.867,114389.734,22854.271,50427.86,41117228,43977932,41306184
"567/752.5196mz/7.37min",4914530.515,404689.03,245246.42,138422.75,17248828,9424372,20360470
"569/350.1774mz/7.37min",963434.22,1030632,1167999.1,1187424.4,896236.44,839241.44,816510.9
"570/352.1778mz/7.37min",1183167.5,1543725.2,1734910.2,1811357.6,822609.8,721713.94,725854.7
"572/810.5965mz/7.37min",451419.13,386901.7,515936.56,279595.56,702746.2,382150.12,718604.06
"573/237.2212mz/7.37min",965963.75,1380832,1543688.4,1809911.2,551095.5,489302.2,501703.34
"574/782.5659mz/7.37min",1588236.85,1214253.9,1341488.9,1834984.8,2628791.5,1158473.9,2881525.8
"575/859.5301mz/7.37min",785385.36,1160145,276018.25,410625.72,1287084.1,170295.9,1476852.1
"578/732.553mz/7.37min",15365056.576,39690.484,43076.78,47131.152,33245406,33835330,30682982
"579/255.2318mz/7.37min",1367759.67,1925438.9,2093525.5,2472369.5,810080.44,709394.4,742723.94
"580/443.2043mz/7.37min",110251.698,183752.83,502147.12,474358.4,36750.566,36750.566,36750.566
"582/577.5185mz/7.37min",713025.475,4842656,547822.8,727481.25,612348.25,698569.7,974538.6
"583/808.582mz/7.38min",568484.16,210261.61,249547.92,347139.62,1425778.9,789828.7,1362274.2
"586/226.9514mz/7.38min",180514.932,300858.22,330491.4,383872,60171.644,60171.644,60171.644
"588/323.219mz/7.37min",460071.64,863426.1,982169.56,1314412.9,56717.18,42903.06,47176.387
"589/328.3207mz/7.37min",324185.945,455296.84,603225,564321.9,177719.6,178532.89,193075.05
"591/345.2008mz/7.38min",253878.318,423130.53,473324.34,596590.44,84626.106,84626.106,84626.106
"594/780.5507mz/7.41min",1291861.05,1310383,1466344.9,1273339.1,1559559.5,264820.22,202643.66
"595/760.584mz/7.37min",1303372.65,302137.25,1189980.9,1496946.8,1604085.4,921042.7,1416764.4
"596/716.5223mz/7.37min",1456393.59415,3439725,2905797.2,3804474.8,643.46988,3217.3494,6989.9883
"598/140.0682mz/7.38min",278072.478,443556.62,487938.62,490714.5,112588.336,98538.11,111913.05
"599/419.2763mz/7.39min",206353.55,331113.66,384017.03,272396.3,140310.8,114893.63,131711.05
"600/392.3309mz/7.42min",4545746.05,2026805.1,1960214.2,2034006.1,13670607,10248805,7057486
"601/393.3342mz/7.42min",1350894.05,593148.44,572869.7,601056.3,4169367.5,3114325,2100731.8
"603/282.279mz/7.45min",665265.3,502705,552950.9,556057,774473.6,952955.9,931707.44
"605/481.292mz/7.45min",2979236.7,4835961.5,5641789,4619732,1178707.8,1230272.5,1338741.4
"608/377.3201mz/7.47min",1010071.4,1119483.4,1266987.1,1038042,925120.3,964260.4,982100.8
"609/395.3304mz/7.47min",792761.655,934556.4,1083344.8,870187.25,646483.06,654080.6,715336.06
"610/365.2659mz/7.51min",1076838.07,1772554.8,2255870.5,2613836.2,381121.34,376976.2,380142.9
"611/265.2525mz/7.51min",173398.825,237121.62,285393.06,300482.34,109676.03,104741.57,109442.945
"612/283.263mz/7.51min",310558.19,422156.72,562737.9,528036.6,197762.69,197890.4,198959.66
"613/387.2475mz/7.51min",117491.28,195818.8,266329.97,360887.47,39163.76,39163.76,39163.76
"617/557.2811mz/7.54min",705655.5,657357.6,541601.44,575987.2,755983.6,753953.4,756754.2
"618/579.2631mz/7.54min",2897012.65,3801324.8,3418943.8,3795137.8,2238408.5,2325104.5,2375081.5
"619/377.1661mz/7.54min",98263.09,93328.46,74138.39,77123.516,103197.72,117175.41,122522.24
"620/421.1558mz/7.55min",488530.54,466015.7,383673.94,400041,519526.53,511045.38,529121
"624/623.3164mz/7.57min",337372.68,112457.56,112457.56,112457.56,1093330.9,562287.8,807109.25
"625/481.292mz/7.57min",1103248.65,1843113,2281398.8,1638471.2,467245.1,468499.97,568026.1
"627/111.0202mz/7.57min",8218544.75,20411606,9264407,17173000,6922385.5,7172682.5,7168519.5
"629/583.324mz/7.59min",670310.4,223436.8,223436.8,223436.8,1259284.2,1117184,1201967.9
"630/111.5218mz/7.58min",717988.97,1734767.9,1745703.5,817600,506254.12,618377.94,298760.4
"631/111.5189mz/7.6min",196167.15,224212.38,414679.4,173758.53,72353.805,64552.836,218575.77
"632/315.2527mz/7.6min",310489.968,83819.336,77694.18,71046.664,611999.75,537160.6,639747.75
"633/337.2346mz/7.6min",1254400,608709,597730.56,557046.5,2079311.1,1900091,2288314.5
"634/112.0179mz/7.57min",3218009.1,7934991.5,3798930.2,3684052,2671664.2,2093391.6,2751966.2
"636/394.3465mz/7.61min",128555.5555,6843.0615,3721.8171,7436.211,443880.88,345235.28,249674.9
"638/410.3048mz/7.62min",904059.25,623548.25,715241.1,589124.7,1120947,1092877.4,1121904.2
"640/406.7478mz/7.67min",184281.564,61427.188,61427.188,61427.188,1860536,307135.94,548551.1
"642/483.3804mz/7.66min",418877.27,446948.44,653192.4,496989.47,281397.1,318240.03,390806.1
"643/425.287mz/7.66min",242590.59,686075.94,513178.6,400537.66,84643.52,67833.164,75551.766
"645/113.0166mz/7.65min",528689.16,934218.56,961693.6,925231.7,132146.62,22701.453,84416.07
"646/501.3756mz/7.69min",309218,171788.64,338998.56,279437.44,179914.02,349066.97,454867.53
"648/131.5335mz/7.66min",757422.9,2200388.8,964082.9,1837577.1,191669.66,550762.9,487961.06
"649/250.1777mz/7.69min",141169.79,293236.22,211786.95,231457.92,58944.36,45038.66,70552.63
"650/408.3081mz/7.69min",970300.575,1930667.6,1388851.9,1472769,468608.78,423211,551749.25
"652/226.1801mz/7.7min",679470.9,1020892.4,711229.8,770925.6,624186.06,506266.9,647712
"654/457.3494mz/7.7min",363076.455,219145.42,405913.22,336672.47,195285.33,389480.44,546992.75
"660/379.224mz/7.7min",201502.175,472308.1,346466.1,438057.4,56538.25,35645.36,54471.65
"661/273.2575mz/7.71min",478749.985,453068.84,529088.9,378592.6,479551.03,477948.94,493859.38
"662/181.0144mz/7.68min",531941.44,2222068.2,661325.44,2250253.5,393464.2,302103.53,402557.44
"664/111.5218mz/7.68min",552792.59,695131.3,741001.25,1474973.4,179996.84,410453.88,384493.22
"666/207.0175mz/7.71min",1166030.65,1768845,1788095,1782436.4,411323.2,432361.53,563216.3
"668/740.4045mz/7.74min",740547.37,902362.2,634042.1,839054.56,786288.3,694806.44,675970.56
"669/282.2215mz/7.74min",1066281,1056773.8,1075788.2,1089868,956650.9,1005743.25,1146505
"671/579.2632mz/7.75min",3977252.35,4879861,4452463.5,4811809.5,3502041.2,3194639.5,3179757.2
"672/421.1558mz/7.75min",1002791.075,1119685.6,991785.25,1086595.1,1013796.9,927495.75,936700.1
"673/557.2811mz/7.75min",877622.78,978340.25,832114.44,885683.56,964133.5,869562,868583.44
"676/690.507mz/7.77min",6321387,2107129,2107129,2107129,10535645,16081245,15945284
"677/712.489mz/7.77min",1738845.3,579615.1,579615.1,579615.1,2898075.5,3009369.5,3131783.5
"678/754.5351mz/7.78min",2151715.35,64722.49,216429.7,191924.27,4087001,4645441,5715485.5
"680/752.5197mz/7.79min",1274680.055,196904.11,81305.664,158126.34,2542068,2352456,2855310.2
"683/810.5959mz/7.77min",593850.95,463149.34,633330.1,315746.6,636838.2,642095.06,554371.8
"685/782.5642mz/7.77min",2206026.35,1012600.2,1099462,1375904.5,3842106.8,3618986.2,3036148.2
"686/808.582mz/7.77min",1086817.15,271209.72,320827.5,401490.9,2164110.8,2192726.5,1772143.4
"687/859.5308mz/7.8min",125942.7035,1405926.5,216479.52,336564.62,20144.697,35405.887,28361.832
"688/395.2198mz/7.77min",590839.2,851457.5,945161.6,943708.8,330220.9,307590.75,309195.03
"691/250.1777mz/7.77min",784080.265,1762905.4,1348927.2,1583456.5,219233.33,138544.84,192816.83
"692/780.5509mz/7.77min",6279150.03,833177.44,986291.06,789660.6,20409980,13713645,11572009
"693/408.3081mz/7.77min",3491840.85,7681227,5875605.5,6762597,1108076.2,800506.8,1007617.25
"695/90.9767mz/7.77min",470489.185,916800.3,977086,1078053.6,19957.143,11911.389,24178.07
"696/449.3021mz/7.77min",397941.675,1012862.8,1187333.9,674365.2,103730.414,98941.84,121518.15
"697/226.1801mz/7.77min",672097.595,918997.6,669803.25,792616.8,674391.94,495112,598979.9
"698/228.1958mz/7.77min",883937.1,1187320.1,866108.1,1059663.1,901766.1,643381.7,761160.4
"699/244.1907mz/7.77min",534600.375,707942.1,525416.5,623906.8,543784.25,368746.03,461719.22
"701/393.2194mz/7.77min",531292.25,746655.7,832594.44,799076.7,314002.22,297562.56,315928.8
"702/352.3391mz/7.83min",827070.43,1327371.2,1010184.2,988524.8,665616.06,243593.89,478299.25
"703/760.582mz/7.82min",1573353.25,482701.25,901950.06,1066355,2080351.5,4889772,2640929.2
"704/140.0682mz/7.8min",125996.775,181356.1,741885.1,371346.44,59877.727,57332.38,70637.45
"705/221.1751mz/7.77min",254120.275,617975.56,455170.5,552745.5,53070.05,37572.473,43183.527
"706/236.162mz/7.77min",233168.418,561138,408551,482752.6,57785.836,37040.44,44878.215
"707/266.1726mz/7.77min",436278.31,909715.4,774820.8,920154.25,97735.82,67584.43,91408.51
"708/362.3026mz/7.77min",212356.765,513301.28,372993.03,444790.25,51720.5,13722.275,40003.105
"712/395.3306mz/7.8min",233799.89,353910.1,655148.3,438591,65428.695,81067.73,113689.68
"715/163.9905mz/7.82min",480157.28,719561.44,358959.34,228268.12,1118576.6,516233.06,444081.5
"716/740.4046mz/7.81min",194400.66,233615.53,173519.45,196452.42,228525.83,189868.73,192348.9
"719/559.1309mz/7.82min",564016.82,764116.44,725309.4,646351.44,481682.2,423145.8,434622.78
"720/406.7479mz/7.82min",345920.436,115306.812,115306.812,115306.812,576534.06,1272333.5,1043747.56
"722/409.2743mz/7.82min",399638.875,719863.4,855997.56,712758.56,86519.19,85904.23,77948.95
"724/205.0171mz/7.84min",734429.275,1636763.9,649214.4,664216.25,484521.2,878739.06,804642.3
"725/284.2946mz/7.85min",300809.35,264342.8,274844.7,260868.34,326774,390301.53,416644.84
"727/447.3076mz/7.85min",262752.29,627063.94,797102,402720.12,110379.19,101148.17,122784.46
"729/730.538mz/7.85min",716971.171,42925.242,16264.9375,16779.385,2485318.2,2438771.2,1391017.1
"732/732.5558mz/7.86min",3632620.2,81297.29,223129.4,68737.13,14057890,7042111,10419995
"734/752.5198mz/7.87min",1361880.42,300641.34,229901.66,123672.16,2699213.5,2423119.5,2893924.5
"735/184.0734mz/7.87min",950865.96,316955.32,316955.32,316955.32,1648376.9,1628430.5,1584776.6
"736/754.5352mz/7.87min",3718554.92,330541.06,385080.34,289673.53,7052029.5,7798465,8967861
"738/786.6002mz/7.87min",5318426.615,107319.06,202728.23,192868.44,10434125,10499295,10885728
"739/463.2815mz/7.87min",317890.83,511427.94,544487,307568.44,309947.5,289131.72,325834.16
"741/481.3283mz/7.87min",131828.067,414758.25,321554.06,247425.94,3246.0388,3246.0388,16230.194
"743/758.5691mz/7.87min",29705632.5,318869.56,430573,365507.25,71016110,58980692,66735020
"744/780.551mz/7.87min",17200955.5,1509454.9,1729505,1332148.1,34714524,32672406,35478620
"745/782.5642mz/7.87min",4172896.9,1929640.5,2049517.9,2473182.8,5872611,9521419,9648259
"746/352.3391mz/7.87min",1639111.05,3555095.5,1837585.5,2324000.5,943311,978508.1,1440636.6
"747/760.5832mz/7.87min",14173081.5,508457.47,610544.5,627083,27719080,28592752,29277882
"748/283.263mz/7.87min",1204557.4,1689901.6,1832192.6,1733238.4,719213.2,655381.6,702507.1
"749/810.5956mz/7.87min",1096297.05,971030.7,1334142.5,651196.4,1101335.9,1091258.2,1281855.2
"751/382.2044mz/7.87min",341592.55,482074.2,548853.75,492962.72,121190.29,159583.75,201110.9
"755/808.582mz/7.87min",2103878.15,601602.5,682770.5,852744.1,3355012.2,3801097.5,4421421
"758/265.2525mz/7.87min",618414.02,876797.2,939608.4,913100.56,355273.72,330094.72,360030.84
"759/716.5222mz/7.86min",12605015.47,307786.94,256783.05,142178.72,24963062,24902244,28229268
"761/213.9828mz/7.86min",330264.325,1125904.5,549099.2,532939.1,127589.55,20231.781,65666.984
"763/378.2087mz/7.88min",1587136.72,2189502.5,2401939.2,2222429,952668.2,951095.06,984770.94
"766/327.2266mz/7.88min",261420.768,435701.28,506506.9,483187.72,87140.256,87140.256,87140.256
"768/319.2242mz/7.87min",185657.6525,363589.78,391900.28,401851.22,7725.525,7276.3384,7471.0923
"769/351.214mz/7.88min",294285.337,539441.1,594374.5,611488.6,49129.574,47395.863,43037.66
"770/351.2503mz/7.88min",890157.23,1717226.5,1904256.1,1952816.9,63087.96,54773.117,60524.586
"772/172.9563mz/7.85min",1169220.168,2208846.5,2357026.2,2307089.8,129593.836,97437.48,85503.1
"773/223.9883mz/7.85min",2415184.38,4074810.5,4067637.2,4081925.2,742841.44,762731.56,518237.28
"774/373.2321mz/7.88min",273801.768,456336.28,513093.5,533171.4,91267.256,91267.256,91267.256
"776/377.32mz/7.88min",284386.79,351552.06,392110.84,351670.56,117928.92,217221.52,94076.266
"779/421.1558mz/7.9min",121435.8,123007.15,115118.734,118797.79,143890.67,119864.45,137815.31
"780/557.281mz/7.9min",306527.81,267654.06,289994.22,323711,358910.28,287564.16,323061.4
"781/579.2631mz/7.9min",1031013.65,1135590.4,1060975.6,1168674.9,962227.06,833584.94,1001051.7
"783/851.7094mz/7.89min",1277404.39815,2551122.8,2745568.8,3375858.5,3340.5435,668.1087,3685.9963
"786/738.504mz/7.9min",2288592.97,85132.94,71375.59,67175.41,4922187,4960624.5,4492053
"787/310.3101mz/7.93min",423226.655,362640.94,355106.4,384012.75,462440.56,873017.1,615376.56
"789/385.7244mz/7.96min",1243413,414471,414471,414471,2162885.5,2474859.8,2072355
"793/284.2946mz/7.99min",394679.9,435055,531644.06,479970.28,354304.8,244351.25,272927.34
"794/365.2659mz/7.99min",301204.625,593812.3,743907.44,473638.7,128770.55,128756.12,117618.98
"795/406.7481mz/7.99min",770282.16,256760.72,256760.72,256760.72,1411849.4,1286546.8,1283803.6
"796/336.3257mz/8.04min",443738.36,236892.75,372257.1,288911.72,515219.62,2062219.4,857840.5
"797/205.0171mz/8.09min",4120937.15,4198010.5,4218045,4061250.8,4180623.5,1382302.5,1335250.6
"798/761.5873mz/8.07min",5281475.495,776.82636,3884.1318,11297.99,10551653,11681108,11727584
"800/163.9905mz/8.1min",1071295.93,1626004.5,1656004.4,1613645.8,528946.06,516824,478736.56
"802/391.3314mz/8.2min",252663,35200.63,47880.66,34004.64,460092.7,486010.72,457445.34
"805/628.1942mz/8.21min",353278.45,192907.95,208010.84,186779.62,643038.2,616273.4,498546.06
"806/633.1496mz/8.21min",718067.51,328845.47,358545.62,331097.1,1388641,1350013.2,1077589.4
"810/377.3199mz/8.21min",553614.13,534412.2,484646.44,463716.62,572816.06,938944.44,898180.9
"811/754.5343mz/8.22min",637438.93,30232.46,24354.37,15377.885,1273147.1,1244645.4,1408199.5
"814/395.3306mz/8.22min",223910.005,224848.12,297995.9,235846.8,219960.39,222971.89,219360.28
"816/808.582mz/8.22min",465760.28,47435.69,54325.81,70003.81,864670.6,861516.75,977972
"817/780.5508mz/8.22min",4812180.095,89234.68,120466.19,73160.71,10552378,9503894,10250845
"818/782.5654mz/8.22min",3048207.21,138244.16,153798.86,166871.42,8450139,5929543,6556211.5
"821/827.7086mz/8.22min",80212.78,80212.78,419537.88,401063.9,80212.78,80212.78,80212.78
"823/421.2506mz/8.22min",406651.02,557212.2,625958.1,573134.25,245933.23,256089.84,239418.67
"825/752.5196mz/8.22min",415056.31,235229.22,52500.09,24678.91,662206.8,594883.4,650458.2
"827/851.7094mz/8.26min",1724459.235,3108354.8,2972203.5,3487461,225781.5,208552.7,476714.97
"831/433.3072mz/8.22min",216249.87,299980.8,343742.34,277026.66,155473.08,142296.72,139966.83
"833/797.6618mz/8.23min",130643.466,303290.66,331960.12,217739.11,43547.822,43547.822,43547.822
"835/617.417mz/8.29min",458029.08,267433.97,325185.1,317589.84,604863.56,590873.06,667635.75
"836/312.3257mz/8.32min",180202.96,170858.03,158709.67,154776.4,189547.89,336831.6,236589.88
"837/675.6753mz/8.35min",278591.705,97978.63,204675.25,135692.6,352508.16,1819440.5,695613.5
"838/340.3479mz/8.35min",741248.72,440146.7,616186.44,512464.12,866311,2002202.4,1211401.2
"839/321.315mz/8.35min",251751.195,133603.6,205290.45,169656.77,298211.94,734251.94,428474.12
