Filename,2024_POS_Anid-EV-SA-OA_CTRL_1_Run173.mzML,2024_POS_Anid-EV-SA-OA_CTRL_2_Run217.mzML,2024_POS_Anid-EV-SA-OA_CTRL_3_Run244.mzML,2024_POS_Anid-SA-OA_1_Run170.mzML,2024_POS_Anid-SA-OA_2_Run191.mzML,2024_POS_Anid-SA-OA_3_Run235.mzML
579/169.0496mz/2.14min,2658754.8,1233020.1,510158.97,1144614.2,618403.25,1168963.6
580/323.6402mz/2.14min,66156.64,149306.11,459616.25,55843.062,110856.93,88054.09
581/186.1124mz/2.16min,232380.14,359191.4,325155.4,613465.1,298169.28,324430.12
584/324.1917mz/2.16min,5352770.0,4804082.5,3887518.0,4387491.0,4786871.0,4859458.5
585/227.1026mz/2.14min,611123.94,867844.0,648679.1,582380.4,583731.5,365272.0
586/325.1953mz/2.16min,889886.1,811433.9,640417.44,745295.6,805901.9,807919.9
587/473.2239mz/2.17min,0.0,0.0,637084.56,0.0,0.0,0.0
590/202.1072mz/2.2min,153680.69,165070.28,171726.8,152291.89,153808.33,111446.484
591/461.2103mz/2.18min,141471.42,83240.54,186081.0,169918.58,126674.555,102704.34
592/221.1212mz/2.18min,396955.6,363769.8,448745.38,437683.84,301986.34,286481.4
593/220.1179mz/2.18min,4365965.5,4042504.5,4868310.5,4823047.0,3386802.5,3237755.8
594/242.0998mz/2.18min,1472055.9,1141940.1,2062366.0,2073467.8,1460360.5,1158591.5
596/283.1286mz/2.18min,431209.2,292201.25,245491.58,311265.66,557293.56,549962.06
599/232.1543mz/2.2min,19276680.0,23131990.0,18797050.0,25397702.0,11646595.0,14819038.0
600/233.1576mz/2.2min,2285087.0,2774339.2,2242265.8,3040436.0,1380549.8,1759119.9
601/281.1495mz/2.2min,206214.17,79169.79,100372.05,198074.34,51155.855,32327.43
604/206.0811mz/2.23min,469149.62,108740.266,3165807.8,72762.805,1370214.5,244059.27
605/240.0865mz/2.21min,300097.56,86837.05,325784.34,240238.66,80576.234,100927.98
606/221.042mz/2.21min,157032.38,135188.98,348949.78,244872.08,164563.9,160421.33
609/181.0497mz/2.21min,337392.47,170940.3,504653.2,450062.3,211130.25,203900.06
612/285.1444mz/2.22min,3910781.2,3673347.2,2222224.2,3290931.5,1276441.4,2273176.5
613/307.9777mz/2.22min,341639.06,393644.56,265811.53,485678.12,375466.94,352264.7
614/286.148mz/2.22min,522571.44,484663.34,301457.75,421805.6,153880.47,299816.78
616/426.2229mz/2.22min,983004.0,2816228.8,4028.8682,563514.8,3610.79,109108.305
617/352.1864mz/2.23min,758010.4,527109.44,80216.805,505269.75,13351.321,204603.12
618/102.0912mz/2.23min,911060.06,788481.0,854516.44,927515.0,971342.4,904500.06
619/184.1695mz/2.24min,3068449.8,2730316.8,2592686.8,2233828.8,2280179.8,2678767.2
621/185.0783mz/2.24min,1751947.2,963064.75,831578.56,978329.25,634438.94,1063175.8
622/158.0811mz/2.24min,1175301.2,1241316.5,1256525.4,1299107.6,1045812.25,1063548.9
623/214.1073mz/2.24min,100136.63,177000.42,97238.055,47746.203,4258.5264,43578.266
624/323.1386mz/2.25min,140224.42,1123569.8,618186.3,452160.94,124764.12,152970.77
625/127.0753mz/2.25min,717830.5,394170.88,320496.44,368416.75,190707.58,395900.6
627/214.0508mz/2.25min,608626.56,439356.2,582534.25,678972.0,786756.56,676500.2
628/192.0689mz/2.25min,526426.5,459963.06,492906.28,563800.44,582063.94,545971.1
630/490.164mz/2.25min,797668.1,0.0,16685.428,30499.416,12629.117,228679.62
633/127.0389mz/2.24min,5750681.0,6642636.5,3729245.0,4851468.0,3375711.8,5014217.5
634/289.1393mz/2.26min,558030.0,796992.1,582892.8,656447.75,229926.72,569948.1
635/358.1971mz/2.27min,978686.3,1335274.5,324919.97,242388.7,330761.88,548147.44
636/200.1045mz/2.27min,3319680.8,3576752.8,3249252.5,4097063.0,3796936.5,3179082.2
637/205.0971mz/2.27min,2878609.0,3780145.0,2225965.5,3036677.5,2273246.8,2601168.8
638/188.0705mz/2.27min,3859624.2,4658250.5,2881023.0,3989962.0,2747182.0,3306641.2
639/218.1281mz/2.27min,4036124.8,4769328.5,4381538.5,5018709.5,5125616.5,4353816.5
640/217.1247mz/2.27min,289877.22,335207.4,304144.56,338125.56,368926.66,312360.97
642/189.0739mz/2.27min,463207.1,563963.94,333616.53,457982.53,325373.62,374272.28
645/340.1865mz/2.28min,341215.38,685437.6,135840.1,135513.11,135790.12,301964.0
647/195.1227mz/2.28min,416442.9,642348.1,536843.3,524196.0,548773.8,456410.88
648/184.0968mz/2.29min,273559.53,576554.56,421437.34,626612.1,436921.53,395579.84
649/224.0895mz/2.28min,229109.14,303883.25,280537.0,563558.5,348443.9,283603.8
650/202.1072mz/2.29min,193004.67,347982.22,242549.56,349592.0,223721.34,246849.31
651/217.1046mz/2.29min,874990.7,1605596.4,827423.25,1163000.8,1050431.9,710996.0
652/332.1128mz/2.29min,102250.32,17645.713,155842.23,23497.354,0.0,0.0
653/292.1655mz/2.29min,1967209.6,3663807.0,631690.9,1826393.0,381738.47,759863.0
654/196.0969mz/2.28min,190806.73,169848.34,546617.9,144882.75,280808.16,209309.56
655/267.0975mz/2.29min,0.0,0.0,465854.1,0.0,0.0,0.0
656/135.0416mz/2.3min,528683.6,1494167.0,85602.31,513234.53,134457.1,218590.19
657/322.1763mz/2.3min,246154.11,685008.56,11377.029,163482.03,3836.776,11956.452
659/229.1546mz/2.3min,643549.4,578472.1,755296.56,745240.9,965847.4,783670.25
661/408.2127mz/2.3min,1315045.6,1237850.9,130389.98,3151971.0,197854.11,763073.56
662/220.1542mz/2.32min,135145.56,41189.66,184894.7,62280.324,400196.0,173476.02
663/208.0968mz/2.31min,10032987.0,2946375.8,1941660.1,1148835.8,121348.55,1322631.1
664/202.1436mz/2.32min,144511.52,131427.28,306789.16,103114.72,535765.75,249627.53
666/95.0491mz/2.35min,134748.72,680719.25,80992.91,226008.36,24488.918,115996.12
667/434.1918mz/2.32min,188568.03,0.0,56789.11,92968.31,548079.44,482969.06
668/190.0861mz/2.32min,1383168.9,619486.0,255339.11,303772.56,39218.965,212443.36
669/298.0896mz/2.32min,402806.72,353708.12,301457.84,178507.75,86813.336,208042.64
670/197.0444mz/2.33min,176794.06,440747.28,5243.292,146432.48,226080.23,293950.97
671/113.0596mz/2.33min,32762440.0,86933430.0,23443898.0,28275960.0,10375330.0,15372047.0
673/276.1076mz/2.33min,1661748.1,1453188.9,1299959.5,685098.3,356783.6,820869.7
674/269.1125mz/2.33min,170267.44,504684.44,369910.12,558160.7,304828.06,507400.0
676/213.0756mz/2.33min,230591.33,434159.0,297162.38,1535008.6,391234.12,366029.16
680/233.0444mz/2.34min,21909.45,0.0,74944.92,109756.57,147124.25,47758.27
681/244.2011mz/2.38min,166555.02,335086.03,462439.62,254415.19,712081.56,503098.84
682/284.1105mz/2.34min,293878.53,174615.95,260989.78,365822.47,172800.03,255768.8
685/231.1703mz/2.37min,238306.44,376573.4,411429.66,297401.75,240535.42,190127.86
686/262.1284mz/2.34min,1775301.4,1706056.1,1489399.2,1727892.2,838959.75,1513719.9
687/131.0702mz/2.34min,658869.94,947659.4,730138.5,936397.94,446168.06,533119.44
692/240.0863mz/2.36min,310526.97,531490.25,430313.4,190303.56,522455.34,493847.88
693/220.1183mz/2.31min,180914.72,134170.9,75265.195,249480.9,158740.31,93264.07
694/319.1284mz/2.36min,20479.865,6183.2144,521274.6,3460.621,18898.918,22358.521
695/202.1073mz/2.37min,1060676.2,1047143.75,686316.5,622936.56,487986.84,604466.2
697/263.1202mz/2.38min,492030.75,324544.1,241548.84,131272.36,215786.95,242954.0
699/131.0532mz/2.38min,1140296.5,968931.7,638760.7,325974.78,445871.8,551115.6
700/201.0702mz/2.37min,439468.75,390497.3,341267.12,84059.64,155455.14,309337.88
701/563.1821mz/2.37min,198671.47,130996.92,518524.53,471161.03,537395.94,529118.3
706/559.2104mz/2.38min,804501.9,722674.06,451740.25,237643.67,345239.6,521994.66
711/130.0498mz/2.38min,22680008.0,18630992.0,11997887.0,8336450.0,8816023.0,11697482.0
712/298.0686mz/2.38min,1846905.9,1748740.1,1193543.5,1016399.2,1092485.8,1207666.2
713/278.1233mz/2.38min,11098674.0,10406904.0,6499758.0,4145095.0,4844288.0,6556089.5
715/282.0947mz/2.38min,25374182.0,21475758.0,16059494.0,14315933.0,13841701.0,16187581.0
716/148.0604mz/2.38min,9625063.0,7910764.0,4957936.0,3527468.2,3539715.5,5025258.0
717/242.1023mz/2.38min,3373333.5,2830393.5,1771802.9,1251281.8,1355801.4,1849338.0
718/300.1049mz/2.38min,644827.1,596594.0,322404.88,315835.66,313019.06,398550.4
721/541.2mz/2.38min,16223132.0,15190311.0,11283496.0,7879636.5,9536739.0,11666189.0
722/260.1129mz/2.38min,347705900.0,323065600.0,203738290.0,131919450.0,153223620.0,204541040.0
723/262.1178mz/2.38min,5042956.5,4874595.0,3006909.5,1883251.2,2293870.8,2965030.2
724/187.1076mz/2.38min,178798.67,122299.3,240288.89,436750.0,261896.55,230181.86
726/257.1492mz/2.39min,283300.0,225042.73,60994.062,491929.97,65052.434,150290.2
727/261.1162mz/2.38min,42103870.0,39727028.0,24767104.0,16250151.0,18614400.0,25113612.0
728/572.1292mz/2.38min,653358.75,611662.44,244301.73,418945.72,384950.28,402043.06
730/279.1268mz/2.38min,1300825.4,1232060.8,790434.75,475929.3,596562.75,777796.3
732/831.2347mz/2.38min,609378.3,611469.9,287758.47,210914.22,270360.97,291708.94
734/543.2056mz/2.38min,703875.25,741843.06,504508.16,289982.22,430013.62,526196.4
735/557.1705mz/2.38min,353537.0,373744.06,275297.16,205925.86,300610.4,252758.17
736/200.062mz/2.38min,313844.97,127803.81,231662.97,158344.64,219837.11,213081.94
737/283.0981mz/2.38min,3165613.8,2392076.8,1957766.8,1737393.4,1684667.1,1954324.9
740/176.0706mz/2.39min,542601.7,0.0,4745909.0,20269.621,596533.8,354057.78
741/167.0703mz/2.39min,183319.14,31927.412,313550.75,18289.098,213730.2,203604.98
742/195.1127mz/2.4min,717113.1,881308.06,734218.3,1165829.6,798163.0,671139.56
745/232.1181mz/2.4min,393325.44,307988.3,178518.58,252318.61,92219.77,226112.5
746/146.06mz/2.41min,126960.06,514000.03,274084.5,218900.81,291163.3,270634.56
749/218.1388mz/2.41min,499086.38,382720.8,458625.9,663945.06,235542.3,318293.66
750/206.0809mz/2.39min,26557.713,66196.875,134473.88,35466.508,200371.72,108371.06
752/140.1434mz/2.41min,378021.0,302551.6,378156.97,329957.28,364775.88,377665.1
756/336.1916mz/2.41min,355531.22,437877.44,26195.6,375717.88,3426.2659,25483.18
757/299.16mz/2.51min,7836.007,495067.22,0.0,41264.816,0.0,0.0
759/238.1072mz/2.42min,720651.3,360568.6,327595.03,210451.5,185336.9,570881.9
760/244.2012mz/2.42min,670797.25,766923.6,919205.44,867710.25,1032165.56,838326.25
761/394.1967mz/2.42min,170319.25,325082.62,9140.271,220655.38,10454.887,16903.73
762/225.0757mz/2.42min,514949.7,550485.75,65864.6,100826.0,6266.1826,132621.05
764/418.1971mz/2.43min,70774610.0,60192692.0,61437140.0,52799176.0,71128050.0,71242150.0
774/420.2029mz/2.43min,2599933.5,2134850.0,2207474.0,1867065.5,2596562.0,2562349.8
775/195.0653mz/2.42min,61908.145,12130.465,163414.06,21955.102,129736.73,86920.33
776/287.1601mz/2.44min,786739.3,366624.75,387074.03,639858.06,284987.22,371121.0
777/298.0968mz/2.45min,1888167.2,2198528.8,1894921.2,1761351.4,2143856.8,1965421.9
779/230.1024mz/2.41min,59092.5,225077.83,24814.219,48812.207,55247.855,60073.812
780/206.0448mz/2.45min,136172.77,521162.12,356807.2,271382.16,311081.03,252694.64
782/231.1703mz/2.45min,1095412.0,694651.8,1121863.0,1210280.2,842093.75,772804.1
785/449.2122mz/2.45min,164254.7,0.0,313745.47,242517.3,111677.69,186642.22
789/190.0498mz/2.46min,1152451.0,779668.56,1014287.06,2227991.8,745868.1,652998.94
793/296.1352mz/2.46min,222214.7,316321.22,291635.38,511978.66,248851.14,212709.47
794/246.1335mz/2.47min,177520.88,173354.02,218618.83,259708.9,101053.48,130801.45
795/229.1546mz/2.47min,2134055.0,1947920.0,1938795.0,2326635.2,799137.2,1627185.1
796/252.0866mz/2.47min,253460.95,96126.92,64538.133,60576.55,43337.312,47060.562
798/234.1125mz/2.46min,500268.66,219626.98,552643.8,76955.57,61128.89,87769.17
800/283.1264mz/2.47min,778112.0,1161511.6,635952.0,1052837.9,523357.06,746235.3
801/262.1476mz/2.47min,271433.1,475133.66,224088.47,347113.94,183407.33,276013.3
803/261.1444mz/2.48min,2416199.0,3979229.8,1872664.4,2989383.2,1540180.2,2359306.2
804/262.1284mz/2.48min,1660292.9,1631884.8,1492825.4,921233.9,895524.2,1163050.1
807/165.0546mz/2.48min,455595.22,300714.84,328846.06,294346.34,156072.53,255987.44
808/114.0913mz/2.48min,1138116.4,1470117.2,1194377.8,1269104.9,1279583.8,1085827.8
810/254.1003mz/2.49min,132427.08,109631.94,157512.8,116705.95,115605.32,95421.33
812/214.1073mz/2.49min,749168.7,713527.06,508485.5,547404.4,485806.06,547735.94
813/718.3361mz/2.49min,4629308.5,7714090.0,5479186.5,5252919.0,3956220.5,4281876.0
814/740.318mz/2.49min,817768.3,1202132.6,986010.7,954661.06,769184.56,754284.06
815/244.118mz/2.51min,1660193.1,392167.44,585556.94,236607.4,268988.84,927706.25
820/210.076mz/2.5min,689202.44,202011.94,543328.7,58215.66,539407.5,1021694.4
821/372.1916mz/2.5min,614530.94,618057.4,95123.76,443819.84,158333.33,355776.66
824/465.2075mz/2.51min,197354.89,407703.38,67797.875,202527.45,22232.236,93695.02
825/459.2446mz/2.51min,787048.2,181401.38,475166.97,145398.75,578756.8,617178.0
826/184.0684mz/2.51min,1484069.6,1590893.8,1295934.6,164687.14,996804.6,1043865.94
827/183.0651mz/2.51min,15614567.0,16288210.0,13637102.0,2004695.0,10293894.0,10807857.0
829/205.0471mz/2.51min,863685.56,872318.3,833279.9,233119.12,716654.9,611266.9
831/463.1821mz/2.51min,0.0,0.0,1485027.9,0.0,0.0,0.0
833/759.3206mz/2.51min,340956.25,548131.75,276517.1,473865.06,295598.22,303425.28
835/742.2932mz/2.52min,798441.44,1091646.8,495898.06,1053238.5,551409.06,567912.2
836/261.1308mz/2.52min,204589.33,275804.94,251711.53,258145.03,352765.8,170853.67
837/764.2757mz/2.52min,250770.78,316639.2,199364.7,398123.56,212938.73,203763.52
838/408.212mz/2.5min,231434.95,144964.0,19118.947,332122.12,3732.233,119104.0
839/239.1489mz/2.52min,362705.12,529073.3,507210.2,449514.75,666583.9,393350.03
840/263.1391mz/2.52min,325900.8,314337.9,414596.38,436872.1,453412.12,362234.72
843/141.0546mz/2.53min,13911031.0,12050201.0,11406988.0,20543244.0,11757436.0,12172920.0
844/400.1534mz/2.52min,72867.195,12815.443,770548.5,145454.3,966063.06,365774.6
845/244.1543mz/2.53min,1076220.8,1537741.0,595329.5,840397.44,637806.5,1092043.4
846/245.1858mz/2.53min,82317.44,163293.64,111877.16,136405.08,116969.07,115392.03
848/142.058mz/2.53min,963424.5,780395.3,807833.25,1400583.5,823078.75,857801.6
849/196.0964mz/2.5min,5381.176,34370.73,152235.38,23460.229,28352.156,23837.814
851/413.1413mz/2.53min,191516.14,289710.44,218675.6,344681.72,159605.7,150358.3
855/330.1658mz/2.53min,198521.97,313759.3,191460.14,111623.03,139309.52,151093.69
858/244.2012mz/2.52min,250147.38,264025.34,432830.84,289939.66,408867.84,270728.28
861/320.1815mz/2.54min,587814.44,1578427.9,392111.88,336849.62,521680.16,570755.5
862/327.1527mz/2.54min,277172.16,330646.34,283716.62,545400.5,176861.69,233033.44
865/263.1026mz/2.54min,299562.25,439472.8,27652.85,1261348.5,341797.25,476256.56
866/305.1707mz/2.54min,1543946.0,1645643.0,1160458.5,2510450.5,685628.75,1088768.9
867/231.1703mz/2.54min,1241361.8,988470.06,1170632.6,1241139.9,1122592.8,996815.44
868/402.2021mz/2.54min,3477989.8,1476371.1,3240040.5,2083960.5,3795617.2,3597027.0
870/184.1695mz/2.54min,335351.4,299011.66,228655.33,206121.98,285939.6,316583.94
871/403.2055mz/2.54min,795154.06,306472.62,716869.44,464029.8,848033.6,809087.0
872/309.1419mz/2.55min,449422.03,742685.44,884812.3,1847925.1,842432.2,738844.56
875/191.0897mz/2.56min,4436947.0,861854.2,7089939.0,273520.03,1398348.5,989298.1
876/611.2893mz/2.56min,158899.42,288249.94,245025.58,577473.75,294197.84,259064.6
877/287.1601mz/2.56min,4250962.5,5882662.0,7510058.0,12145123.0,5017319.5,4905892.0
878/476.241mz/2.57min,176580.11,467806.16,415838.6,137661.39,201147.39,158535.62
879/190.0862mz/2.56min,40793264.0,8026985.0,62768030.0,3603135.8,12150044.0,8781391.0
881/492.2335mz/2.57min,603392.4,83439.8,846606.06,47233.695,328816.66,221589.27
882/341.1109mz/2.57min,805279.7,898998.3,452629.2,810578.06,534303.8,537995.94
885/627.2843mz/2.57min,4078600.0,4320564.0,2115584.2,3804000.5,2485178.2,2767551.8
887/303.1551mz/2.57min,142529390.0,133002210.0,81723290.0,118281280.0,68371520.0,81843210.0
888/475.2396mz/2.57min,1329853.9,2760844.0,541417.0,1146416.2,535799.25,754549.06
889/173.092mz/2.57min,4948233.5,4256815.0,2725901.2,3945573.0,2060104.4,2503030.0
890/305.1603mz/2.57min,2526746.5,2337963.5,1430795.4,1979071.4,1216704.8,1422549.8
891/304.1585mz/2.57min,20688616.0,19087870.0,11794129.0,17090786.0,9831423.0,11837440.0
892/643.2506mz/2.57min,290667.72,271587.8,158474.86,253763.39,139913.88,181330.1
895/131.0814mz/2.57min,885514.56,744462.44,455973.7,728589.7,357510.25,420872.84
897/191.1025mz/2.57min,6734042.5,5858257.0,3543146.8,5553660.0,2798731.8,3426228.2
898/605.3025mz/2.57min,579759.7,838195.75,373856.72,508654.3,286264.0,408784.6
899/325.1369mz/2.57min,14480259.0,13390562.0,8014613.5,13829967.0,9799483.0,10234547.0
902/326.1404mz/2.57min,1875954.5,1889596.5,1125132.0,1811041.0,839159.5,1360492.0
911/201.07mz/2.58min,282265.66,317642.88,224566.64,175607.2,142357.36,145499.47
916/304.1866mz/2.58min,59304.848,457724.2,96629.28,34758.434,233067.84,200687.47
918/248.1128mz/2.59min,4358436.5,3015837.2,2292652.5,1423075.6,1074606.6,2142612.0
919/230.1024mz/2.59min,658446.4,549895.9,361860.25,307039.72,70107.02,275995.6
920/270.0947mz/2.6min,586768.8,396184.6,290694.56,219966.58,111180.0,225169.27
921/216.123mz/2.6min,6863709.5,6914675.5,4849136.0,5050541.0,4212498.0,5224093.5
922/235.1077mz/2.6min,230166.44,313661.56,160233.25,471590.25,158641.8,139044.83
923/316.2119mz/2.6min,380721.1,297205.75,255725.84,253264.52,212786.14,338540.1
925/301.1392mz/2.55min,4907.2993,4666.0986,437824.62,3279.0078,0.0,0.0
929/285.1444mz/2.61min,3024051.2,1440011.4,1839095.4,1634563.1,982342.9,1593559.5
930/286.1478mz/2.61min,406982.66,138480.5,218086.95,184203.53,102145.7,199661.89
931/234.1335mz/2.61min,11005921.0,7314503.0,5732775.5,6233030.0,4633655.5,6987523.0
932/307.1265mz/2.61min,486098.0,217830.39,363811.78,157181.69,165699.5,137274.48
933/235.1368mz/2.61min,1152034.5,746470.6,617338.3,647480.5,483309.03,742834.25
934/185.0808mz/2.61min,886421.44,997732.06,1018204.56,401979.97,633027.7,697845.94
936/238.1051mz/2.61min,1076645.0,1130583.0,686003.06,970679.6,900723.3,441517.9
937/469.2153mz/2.61min,208640.55,288978.72,121393.71,191700.72,166258.31,200842.0
938/343.1848mz/2.61min,332557.03,167861.56,200678.2,468537.9,204982.39,180818.31
939/342.1811mz/2.61min,1708435.1,959993.44,1072621.4,2441007.5,1038696.44,1629571.4
940/283.1276mz/2.57min,3683.6602,4407.8936,720198.7,44972.5,0.0,5666.9463
942/256.1155mz/2.61min,1746055.9,1059491.5,913199.56,1080336.6,998854.56,1273705.6
944/487.2266mz/2.62min,485112.22,405136.88,222005.05,240653.45,252714.78,379381.16
946/538.2366mz/2.62min,308009.62,165402.5,144953.39,116683.79,65552.86,137016.28
950/234.1225mz/2.62min,618941.9,1031007.56,273408.8,210453.12,177088.34,261871.36
951/270.0737mz/2.62min,394077.1,733064.94,205862.6,178563.08,173814.84,225588.19
953/214.1075mz/2.62min,264684.44,374881.4,95105.77,94034.3,76858.25,111246.484
956/120.0655mz/2.62min,5762876.0,8263980.5,2587780.8,2215939.0,1697700.8,2541375.0
957/232.1179mz/2.62min,64188428.0,103268680.0,30822800.0,24376830.0,20352762.0,29216164.0
958/102.0549mz/2.62min,1066798.9,1420135.1,536951.56,472025.28,364187.78,525529.94
960/254.0999mz/2.63min,9434207.0,13629735.0,5052353.0,4308557.0,4604856.5,5447630.0
961/485.2103mz/2.63min,2483956.2,4911486.5,1119812.1,884758.25,1021026.3,1333061.2
965/164.0706mz/2.67min,0.0,0.0,1893830.4,0.0,0.0,3196.4255
966/323.1212mz/2.63min,0.0,0.0,612876.7,0.0,0.0,0.0
967/255.1033mz/2.63min,995894.56,1410576.1,499331.8,415472.03,459866.38,558802.0
969/318.1811mz/2.64min,39316.254,38057.754,135825.62,344712.03,79352.95,111568.51
974/244.1179mz/2.62min,733078.2,579890.5,2470898.8,116133.89,52118.555,2116633.5
975/771.2471mz/2.63min,878122.0,698771.2,196573.31,708895.75,116706.625,599799.1
976/788.2737mz/2.63min,343739.1,315012.06,46002.152,278660.16,47369.92,292802.38
977/292.1178mz/2.66min,40757.855,8649.4,300263.8,32488.965,23847.809,17852.719
980/247.1732mz/2.65min,869053.6,958446.8,740264.3,807218.0,372727.97,551973.6
981/246.1699mz/2.65min,6806179.0,7321835.5,8156723.0,6230274.0,3024136.8,4295173.5
982/338.1233mz/2.65min,57632.42,35818.39,81060.09,4526.6025,192151.84,97617.84
985/195.0652mz/2.65min,4676872.5,1440974.0,5551289.5,1584900.9,4412131.5,4056647.2
986/213.0756mz/2.65min,459248.7,144721.22,616812.25,148634.84,474635.12,441546.12
988/239.0549mz/2.65min,304442.53,189712.48,434273.38,33263.43,280838.06,248106.77
990/260.1128mz/2.65min,4962322.0,3731995.0,2848757.5,1137810.5,1230629.9,2378231.5
991/356.1338mz/2.66min,152565.17,26343.441,189565.8,3311.5518,515979.56,253055.72
992/212.0553mz/2.66min,0.0,0.0,976639.7,0.0,0.0,0.0
994/235.0576mz/2.66min,223641.53,91599.52,555559.44,150128.42,584874.1,472622.28
995/275.0549mz/2.66min,91236.71,31370.895,232201.98,77679.875,107162.47,91374.73
997/169.0859mz/2.67min,280872.1,283445.38,118218.414,718530.6,406254.2,274168.97
998/386.2072mz/2.67min,1021866.0,168174.67,765201.6,376206.03,551396.1,523470.72
1004/418.197mz/2.68min,2248031.0,648907.7,525641.5,880157.5,1543130.1,1696377.4
1005/165.0546mz/2.68min,1614472.5,463620.47,3320109.0,857800.56,789550.94,775637.7
1007/389.1899mz/2.68min,563788.56,715016.44,40013.125,583182.2,21259.977,112240.836
1008/180.0655mz/2.68min,1203198.6,1330074.4,648066.4,670650.06,653815.25,650270.94
1009/282.0952mz/2.68min,365825.25,292884.94,310926.9,174312.19,286703.53,240716.31
1011/388.1865mz/2.68min,2644454.0,3330768.0,252255.97,2686737.8,159812.33,553419.3
1012/197.1285mz/2.68min,798093.0,861955.56,789706.25,1026094.6,806713.9,663379.44
1015/245.1859mz/2.69min,437822.4,298085.22,330446.84,313995.47,309801.22,276458.75
1019/181.0495mz/2.69min,647296.7,397295.16,1175643.6,770171.94,807115.06,810232.7
1020/183.0651mz/2.67min,1131278.1,1334110.9,794878.56,362845.9,133448.72,571684.44
1028/262.1074mz/2.7min,292008.78,40787.945,748037.4,32699.9,100759.47,115376.31
1029/283.175mz/2.7min,119578.62,246955.27,250313.78,236407.2,272829.6,165835.2
1031/300.2016mz/2.7min,307278.44,406697.3,447550.1,380679.53,485824.3,291208.53
1032/325.1373mz/2.66min,1452774.8,460133.25,582295.9,708772.1,412358.53,970123.94
1033/206.0806mz/2.71min,227252.75,48610.55,311670.75,6963.472,129689.33,104210.87
1034/221.0783mz/2.71min,580219.0,142379.84,553149.94,13601.471,541144.94,381902.06
1035/179.0704mz/2.71min,217567.17,22770.918,140337.67,0.0,121177.85,83016.266
1036/181.0859mz/2.71min,10745844.0,3089489.8,9874967.0,479005.53,7835764.0,6228883.0
