filename	ATTRIBUTE_GROUP
2024_POS_Anid-EV-SA-OA_CTRL_1_Run173.mzML	CTRL
2024_POS_Anid-EV-SA-OA_CTRL_2_Run217.mzML	CTRL
2024_POS_Anid-EV-SA-OA_CTRL_3_Run244.mzML	CTRL
2024_POS_Anid-SA-OA_1_Run170.mzML	EXP
2024_POS_Anid-SA-OA_2_Run191.mzML	EXP
2024_POS_Anid-SA-OA_3_Run235.mzML	EXP
