Filename,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML,POS_D5-211-C3-a_Run145.mzML,POS_D5-211-C3-b_Run148.mzML,POS_D5-211-C3-c_Run151.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
38/217.1048mz/2.24min,873157.44,1119584.6,874888.25,1008760.56,1289343.9,977675.4
39/140.0683mz/2.46min,43240.918,82358.17,86683.18,56074.7,116770.82,70644.57
40/316.2117mz/2.52min,378905.0,172567.9,192132.47,150489.5,97262.42,77598.91
41/316.2116mz/2.68min,483951.94,316461.5,108783.01,263153.6,91479.0,106367.36
42/89.0598mz/2.74min,1227202.5,462431.1,361792.6,350893.8,291523.2,419799.34
43/272.1856mz/2.75min,457010.9,316054.78,286595.44,216881.97,128447.54,111278.84
44/217.1072mz/2.8min,302399.5,251867.11,562677.25,192220.62,116858.55,214426.58
45/257.0996mz/2.8min,635531.0,551323.1,1194898.0,508213.3,402661.06,572425.2
46/138.0551mz/2.83min,729429.0,699165.94,635383.44,286001.3,200849.0,203142.55
47/120.0445mz/2.83min,2561646.0,2504766.0,2225040.0,915849.3,692642.8,649178.9
48/171.0993mz/2.86min,490318.56,475002.56,267178.84,2775283.0,2711087.5,2740815.2
50/345.1519mz/3.14min,252543.84,184725.34,539637.94,121691.53,69289.54,189372.77
51/212.1259mz/3.19min,538042.2,531660.56,545192.94,648072.6,741991.44,713541.7
52/172.1333mz/3.19min,1050209.2,1000862.06,1013033.6,1136079.1,1122162.8,1157237.4
53/194.1154mz/3.19min,5550690.0,5608868.5,5752086.5,6260256.0,6731986.5,6965845.5
55/239.089mz/3.35min,585025.5,621064.56,785703.9,1372424.4,846484.6,1858539.6
56/194.1153mz/3.4min,134364.14,526896.56,121655.08,959707.8,134859.06,251298.02
57/219.0571mz/3.52min,472468.16,704063.7,571939.8,965555.25,823322.4,937973.7
58/233.0727mz/3.55min,111962.734,61915.23,174515.22,78579.875,52805.863,86772.2
59/255.0545mz/3.56min,103437.08,40652.473,154486.44,87292.88,56507.457,111116.914
60/194.1153mz/3.54min,436737.9,195951.27,170419.77,522701.1,374958.25,360720.53
61/201.0597mz/3.65min,183206.77,150574.69,383144.03,40963.363,30231.223,44735.16
62/217.1072mz/3.66min,123977.27,96024.46,165238.33,12228.959,0.0,19823.367
63/385.1466mz/3.66min,311265.3,259329.77,648033.3,80572.67,56643.73,84357.73
64/345.1541mz/3.66min,50080.805,46512.25,134678.56,0.0,0.0,0.0
65/140.0683mz/3.71min,70989.58,104845.33,104798.42,137240.38,113137.555,164955.33
66/322.0966mz/3.77min,60915.984,55392.29,106577.98,66149.13,40524.695,66752.45
67/302.1304mz/3.8min,955356.5,634986.25,1293005.6,683627.2,542617.7,719276.06
68/324.1123mz/3.8min,2224620.2,1698226.6,3029360.2,2023825.9,1645381.9,2219003.8
69/217.1072mz/3.85min,77007.41,56348.49,150358.2,44209.293,30983.076,57075.547
70/468.2438mz/3.85min,326846.06,266037.78,521222.72,112931.63,84980.88,132784.78
71/451.2171mz/3.84min,556432.06,477445.4,979511.1,411725.56,338452.1,477742.66
72/433.2065mz/3.84min,140299.77,108370.22,256059.61,90804.086,68984.375,108046.08
73/473.1992mz/3.84min,2087157.5,1775188.2,3451053.8,1518018.4,1231067.1,1748051.8
74/245.0859mz/3.84min,520364.78,465661.06,900811.2,424701.56,343213.8,469949.5
75/300.1147mz/3.9min,959815.4,733447.1,1374672.9,707380.9,568599.4,679704.5
76/322.0966mz/3.9min,789315.5,610660.44,1131831.0,723478.56,587789.25,724598.25
77/203.0621mz/3.9min,159196.42,175056.88,221874.0,84625.16,67640.89,66777.055
78/561.2515mz/4.0min,252184.88,131366.05,417414.56,207386.47,159942.61,163250.31
79/222.1465mz/4.05min,555436.4,555364.0,540602.9,705368.06,691236.0,706746.06
80/325.1256mz/4.24min,856377.1,824488.94,809217.3,992760.2,920794.8,900552.75
81/233.0726mz/4.36min,430908.72,316282.84,681919.6,207742.28,168898.47,196642.11
82/255.0545mz/4.36min,429370.25,324965.4,696547.7,285853.28,233502.89,282527.34
83/266.1726mz/4.37min,88478.78,83416.31,90807.68,96408.26,108571.03,78997.71
85/226.1802mz/4.37min,138396.81,117282.11,127039.375,131504.47,152177.88,103480.98
86/236.1621mz/4.45min,82167.91,66461.484,77752.49,97036.68,75892.805,84147.234
88/689.2989mz/4.5min,553162.1,431136.62,874201.06,429260.22,315553.62,453156.22
89/433.2068mz/4.54min,5378270.0,4720300.0,8173895.5,6832497.0,5695433.0,7980557.0
90/450.2335mz/4.54min,2713164.2,2280884.2,3885283.5,1906004.6,1512190.8,2198400.2
91/455.1887mz/4.54min,36426240.0,33078956.0,46258470.0,40789732.0,36262980.0,45135716.0
92/236.0806mz/4.54min,2251770.5,2062183.1,3239293.5,2969496.8,2560688.2,3379359.5
94/244.0668mz/4.55min,392515.88,343792.88,535368.5,410354.75,360358.34,485577.5
95/230.9845mz/4.69min,722326.3,749303.0,758790.56,829686.44,806501.7,850723.3
96/211.9707mz/4.69min,3885960.8,4098365.8,4073209.0,4400293.5,4319104.5,4437606.5
98/229.9813mz/4.69min,8713632.0,9201769.0,9118387.0,9999749.0,9837046.0,10177665.0
99/231.9791mz/4.69min,8553489.0,9007000.0,8944106.0,9779184.0,9661419.0,10010162.0
100/232.9823mz/4.69min,706129.5,762901.06,750166.3,833067.8,812110.94,835472.75
101/447.127mz/4.69min,489896.84,396407.16,514181.6,337266.1,299766.56,345469.12
102/469.109mz/4.69min,407673.62,341365.66,429135.84,326991.56,297837.4,329760.4
103/247.0883mz/4.7min,456514.1,474250.84,599881.7,278747.03,234773.73,222907.14
104/269.0702mz/4.7min,416761.0,436035.22,552757.1,314804.53,262332.72,312782.53
105/568.2964mz/4.73min,768481.94,756033.0,653115.9,408216.5,431328.22,377474.44
106/573.2518mz/4.73min,4522530.0,4588901.5,4186200.5,4621367.0,4828893.0,4390258.5
107/228.1959mz/4.82min,216914.27,135601.77,210690.34,350672.16,132359.48,142647.52
108/250.1778mz/4.82min,560718.4,393789.3,574866.4,950165.75,379955.0,444152.3
109/270.1465mz/4.85min,496937.72,353035.2,666895.4,290789.4,240704.75,302389.84
111/448.2033mz/4.9min,95138.88,83090.31,121074.984,67394.06,53106.402,68105.234
112/300.2896mz/5.21min,45915.094,24881.229,57127.92,678151.75,557610.25,425176.75
113/344.1302mz/5.23min,716908.6,616682.4,1003180.8,874142.3,725021.3,942929.44
114/649.3065mz/5.23min,1071198.9,881551.06,1451975.6,1209217.2,991244.75,1330798.9
115/666.3333mz/5.23min,998123.44,802883.44,1186714.6,747318.94,601470.4,735534.3
116/671.2887mz/5.24min,10904982.0,9207097.0,13314125.0,11806258.0,10090537.0,12514473.0
117/318.3001mz/5.24min,2385896.0,2681978.2,2260510.0,164509.89,128198.09,116990.05
119/203.0621mz/5.28min,368459.94,289328.8,399944.6,268331.25,239737.53,243679.66
120/298.274mz/5.31min,593503.06,598996.5,555201.94,2737131.2,2658193.0,2406957.8
121/338.2663mz/5.39min,171246.66,188109.28,177548.64,436925.06,452471.1,454378.8
122/256.2999mz/5.43min,11307937.0,11312143.0,11063268.0,7854000.0,7783899.0,7501136.0
123/284.6054mz/5.43min,601384.6,552727.4,640882.44,549993.44,528104.56,520177.88
124/448.2035mz/5.43min,7044495.5,6236443.5,7188043.0,5328288.5,5086358.5,4736361.0
125/470.1855mz/5.43min,12976840.0,11808889.0,13135237.0,11681830.0,11138540.0,10768702.0
126/917.3815mz/5.43min,682053.44,563541.94,722467.9,557217.4,496833.44,441816.3
127/264.0921mz/5.43min,458984.72,398626.7,472174.56,446236.3,419108.47,395750.8
128/304.2997mz/5.46min,420237.8,1600779.4,781189.0,677108.1,544513.8,310129.4
129/284.2946mz/5.48min,122752.555,143970.66,93965.07,0.0,0.0,0.0
130/302.3052mz/5.49min,4338535.0,4959930.0,3558313.5,228062.94,172017.55,145435.47
131/303.3086mz/5.49min,842388.94,950029.44,679248.75,21477.895,13757.322,6893.141
133/338.2663mz/5.49min,146732.7,143734.78,136945.6,346922.12,368002.84,376861.47
134/322.2714mz/5.58min,458712.03,531342.1,355391.0,23046.518,20030.064,15115.784
135/437.1932mz/5.58min,2009082.9,2349523.8,2140853.8,1769361.0,1567075.5,1473310.2
136/300.2897mz/5.59min,23287200.0,25048578.0,17675370.0,1994862.9,1780509.9,1574062.9
137/344.3158mz/5.61min,1565503.1,1719950.9,1235153.4,138843.52,81754.68,150181.64
138/195.1017mz/5.61min,763165.75,753661.0,792258.3,827168.6,813318.7,813200.0
140/347.3349mz/5.66min,972210.75,1045634.9,693086.06,27681.098,3687.506,0.0
141/346.3315mz/5.67min,4567720.0,4998122.5,4014102.8,223304.77,129849.59,102347.91
143/225.0911mz/5.67min,1899133.2,2506728.2,2575933.2,469664.9,436431.75,439169.16
144/118.0651mz/5.68min,832281.06,1088992.5,1140044.9,211180.25,190746.78,188245.72
145/535.209mz/5.67min,541581.44,869413.3,919714.56,54928.86,54894.56,48007.137
146/105.0336mz/5.68min,1846915.0,2467678.5,2597630.5,469416.1,440235.25,423513.88
147/279.0992mz/5.68min,15139993.0,19929360.0,20734506.0,4694515.0,4444420.5,4410563.0
148/320.1256mz/5.68min,1905326.9,2570896.2,2744408.2,535234.9,508630.16,522231.84
149/887.3883mz/5.68min,1196454.2,1040328.06,1421480.6,1417801.8,1186940.4,1499891.5
150/211.0755mz/5.68min,1131671.8,1541299.8,1620104.2,286813.53,266103.1,262882.84
151/399.1483mz/5.72min,3258261.8,2931925.0,3253686.2,2755670.5,2681606.0,2475336.5
152/377.1664mz/5.72min,1376944.8,1170561.6,1339226.5,1049263.4,1026398.8,924523.0
153/284.2947mz/5.76min,577704.06,687102.5,558324.5,23541.24,16120.662,15262.641
154/344.3157mz/5.78min,676021.5,770903.5,717970.06,20426.223,3325.5483,0.0
155/314.3051mz/5.79min,476036.06,518330.34,406002.38,0.0,0.0,0.0
156/517.2519mz/5.8min,538624.25,740317.6,575078.3,541905.0,436627.47,424764.7
157/402.3574mz/5.81min,139989.27,311782.38,359235.12,0.0,0.0,6834.347
158/147.0805mz/5.83min,233216.47,295731.25,255060.53,175154.05,164394.58,155064.45
159/339.1119mz/5.83min,547895.56,725215.44,619556.4,513996.84,509274.4,473911.1
160/631.3269mz/5.88min,1050586.8,821282.8,1042287.9,707259.3,700149.9,759272.3
161/332.3311mz/5.88min,179873.08,678632.56,343547.97,417248.34,294737.34,186369.66
162/330.3365mz/5.9min,1416246.5,1549509.8,1088510.6,93883.81,41421.125,26235.203
163/371.1169mz/5.91min,120014.67,84054.51,121271.25,104108.484,100845.78,94521.15
165/449.1849mz/5.95min,517060.9,571628.44,560082.3,492182.25,481405.5,470108.5
166/291.078mz/5.95min,478262.47,501012.03,493525.06,366567.28,357658.62,346290.97
168/400.1798mz/5.99min,391462.44,288788.03,393096.47,260165.77,249985.61,247488.75
169/359.1533mz/5.99min,1600124.2,1198200.2,1627965.5,1158557.9,1098459.2,1040247.94
170/629.3111mz/5.99min,434086.2,271733.2,435374.4,286055.44,290324.66,308158.12
171/337.1714mz/5.99min,2623870.0,1889774.9,2594750.2,1758819.5,1716905.9,1614080.6
172/328.3209mz/6.0min,12168890.0,12757800.0,10163997.0,987657.3,651538.94,535434.6
173/359.2402mz/6.0min,775073.0,949466.8,942602.25,755273.9,826578.94,764902.06
